זיהוי ממג מגרש *,מספר גוש *,מספר מגרש *,קוד ייעוד ראשי,תיאור ייעוד ראשי,שטח רשום,שטח גרפי,Shape_Length,Shape_Area,צורה *
371,6134,97,1001,מגורים,344,350.47,88.627426,350.4679,Polygon
372,6134,100,1001,מגורים,344,332.78,87.539245,332.78385,Polygon
373,6134,194,1001,מגורים,265,255.36,75.946298,255.364552,Polygon
374,6134,104,1001,מגורים,365,363.25,89.249437,363.24565,Polygon
375,6951,124,1008,תחבורה,679,680.71,164.148497,680.712119,Polygon
376,7092,152,1008,תחבורה,2282,2305.15,345.527949,2305.145549,Polygon
377,7092,30,1001,מגורים,447,437.7,89.763712,437.704514,Polygon
378,6214,521,1001,מגורים,517,504.22,92.11144,504.217062,Polygon
379,6955,122,1001,מגורים,358,346.8,81.191133,346.797076,Polygon
380,6213,534,1006,שטחים פתוחים,862,866.49,122.166022,866.493588,Polygon
381,6982,38,1001,מגורים,504,503.53,90.193281,503.534385,Polygon
382,6792,2018,1001,מגורים,688.75,687.62,104.936404,687.618901,Polygon
383,6627,592,1001,מגורים,502,500.55,89.612967,500.551513,Polygon
384,6953,72,1001,מגורים,505,484.56,89.334438,484.561715,Polygon
385,6968,109,1002,מסחר,740,737.73,109.123177,737.725148,Polygon
386,6645,2077,1006,שטחים פתוחים,29322.88,29316.42,795.250881,29316.42213,Polygon
387,6958,23,1001,מגורים,462,486.63,92.863712,486.625368,Polygon
388,6111,101,1001,מגורים,738,705.9,107.099513,705.899557,Polygon
389,6163,106,0,ללא סיווג,499,502.53,91.196186,502.531003,Polygon
390,6164,282,0,ללא סיווג,5268,5348.89,669.217182,5348.891838,Polygon
391,6163,115,0,ללא סיווג,296,286.43,73.722265,286.429168,Polygon
392,6904,157,1001,מגורים,450,453.38,86.351932,453.375789,Polygon
393,6925,104,1009,שטח לתכנון בעתיד,79.62,79.62,44.616332,79.621393,Polygon
394,6925,81,1009,שטח לתכנון בעתיד,61.97,61.98,48.318006,61.975443,Polygon
395,6636,2081,1001,מגורים,468.92,452.37,86.851997,452.371057,Polygon
396,6636,2077,1001,מגורים,464.23,442.63,85.317427,442.632638,Polygon
397,6636,586,1001,מגורים,515,499.75,92.091776,499.753445,Polygon
398,6637,459,1001,מגורים,505,496.74,89.420003,496.739473,Polygon
399,6637,745,1001,מגורים,516,516.93,91.386277,516.931796,Polygon
400,6637,376,1001,מגורים,510,509.39,94.041182,509.387671,Polygon
401,6637,2043,1001,מגורים,512.65,513.62,90.690614,513.616773,Polygon
402,6637,359,1001,מגורים,886,890.88,117.909152,890.875376,Polygon
403,6637,398,1001,מגורים,716,705.03,109.521132,705.033938,Polygon
404,6623,524,1001,מגורים,696,753.45,113.403042,753.449986,Polygon
405,6637,427,1001,מגורים,705,691.48,105.51178,691.475714,Polygon
406,6623,810,1001,מגורים,662,672.45,141.381258,672.448032,Polygon
407,6623,902,1001,מגורים,636,633.55,111.678217,633.548899,Polygon
408,6623,897,1001,מגורים,635,633.02,111.645894,633.016907,Polygon
409,6624,494,1008,תחבורה,79,79.14,47.556527,79.141521,Polygon
410,6623,874,1001,מגורים,637,634.44,112.275124,634.437458,Polygon
411,6624,339,1001,מגורים,245,210.21,61.466665,210.205779,Polygon
412,6624,405,1001,מגורים,127,102.41,64.253319,102.411512,Polygon
413,6624,513,1001,מגורים,1056,1037.07,129.690163,1037.070018,Polygon
414,6997,258,0,ללא סיווג,72,73.34,85.408986,73.3358,Polygon
415,6988,2020,1006,שטחים פתוחים,2496.7,2495.12,202.165202,2495.124781,Polygon
416,6624,383,1001,מגורים,700,708.88,110.926714,708.875888,Polygon
417,6929,29,1001,מגורים,198,194.85,58.133836,194.845142,Polygon
418,8984,29,1002,מסחר,196,195.85,56.024271,195.848297,Polygon
419,8984,11,1002,מסחר,196,197.47,56.414962,197.468865,Polygon
420,8984,34,1002,מסחר,203,205.47,57.726041,205.472074,Polygon
421,8984,2,1002,מסחר,242,239.56,62.780909,239.561198,Polygon
422,8984,31,1002,מסחר,197,200.29,56.760052,200.288917,Polygon
423,7461,2008,1009,שטח לתכנון בעתיד,4.31,4.3,8.312602,4.298312,Polygon
424,7441,26,1001,מגורים,581,585.19,96.921758,585.190001,Polygon
425,6623,612,1001,מגורים,640,578.95,96.459005,578.950158,Polygon
426,6972,300,1002,מסחר,388,394.31,83.135835,394.311799,Polygon
427,6972,2045,1003,תעסוקה,299.74,275.52,66.701413,275.518694,Polygon
428,6623,267,1001,מגורים,838,871.3,119.615251,871.298713,Polygon
429,6623,253,1001,מגורים,1028,1028.98,128.961323,1028.982603,Polygon
430,6623,237,1001,מגורים,775,770.66,112.165136,770.655646,Polygon
431,6623,318,1001,מגורים,700,721.36,110.342674,721.356024,Polygon
432,6623,259,1001,מגורים,720,716.7,111.337959,716.69645,Polygon
433,6623,198,1001,מגורים,920,911.3,123.363999,911.303106,Polygon
434,6623,263,1001,מגורים,700,697.77,109.55027,697.772834,Polygon
435,6623,386,1006,שטחים פתוחים,5833,5860.94,396.30444,5860.943974,Polygon
436,6623,326,1001,מגורים,709,733.29,116.380056,733.286978,Polygon
437,6623,384,1005,מבנים ומוסדות ציבור,1563,1553.47,161.021692,1553.471542,Polygon
438,6623,771,1002,מסחר,883,886.58,120.680275,886.582834,Polygon
439,6623,915,1001,מגורים,1385,1379.66,149.168267,1379.656765,Polygon
440,6623,914,1001,מגורים,1308,1302.84,145.403281,1302.843872,Polygon
441,6623,893,1001,מגורים,635,632.99,111.686843,632.990049,Polygon
442,6623,903,1001,מגורים,636,633.69,111.918792,633.689841,Polygon
443,7223,9,1001,מגורים,1463,1448.04,174.53506,1448.04036,Polygon
444,6153,2021,1001,מגורים,498.5,500.1,91.681749,500.099346,Polygon
445,6627,619,1001,מגורים,501,510.72,91.583994,510.715805,Polygon
446,6952,75,1001,מגורים,620,621.9,107.124991,621.902642,Polygon
447,7078,92,1002,מסחר,416,426.2,87.661474,426.200312,Polygon
448,6968,114,1001,מגורים,269,262.2,71.44882,262.196994,Polygon
449,6968,156,1001,מגורים,447,441.25,84.639611,441.248499,Polygon
450,6213,167,1001,מגורים,755,766.28,114.046912,766.278961,Polygon
451,6212,2212,1008,תחבורה,247.47,259.05,83.746792,259.045407,Polygon
452,6213,1197,1001,מגורים,755,760.68,113.102413,760.677592,Polygon
453,6985,88,1001,מגורים,500,493.81,89.383353,493.813351,Polygon
454,6142,100,0,ללא סיווג,619,613.09,102.261193,613.094933,Polygon
455,6961,57,1002,מסחר,450,447.01,91.652071,447.005921,Polygon
456,6620,39,1008,תחבורה,2380,2361,288.29403,2361.001728,Polygon
457,6617,11,0,ללא סיווג,3618,3985.52,922.162784,3985.520031,Polygon
458,7113,40,1001,מגורים,429,441.09,86.951534,441.089929,Polygon
459,7083,76,1002,מסחר,200,195.35,55.955801,195.346557,Polygon
460,7098,35,1001,מגורים,272,275.2,78.138886,275.202511,Polygon
461,7098,36,1001,מגורים,272,268.15,77.661352,268.146535,Polygon
462,6212,1071,1001,מגורים,251,245.34,69.464731,245.336261,Polygon
463,6212,1004,1008,תחבורה,131,134.22,46.933858,134.223676,Polygon
464,6624,810,1001,מגורים,251,250.04,67.994649,250.042865,Polygon
465,6623,774,1001,מגורים,585,573.78,97.953896,573.778319,Polygon
466,6623,791,1001,מגורים,838,858.45,122.073602,858.449495,Polygon
467,6960,2011,1008,תחבורה,58.92,57.91,57.966977,57.907681,Polygon
468,6212,361,1001,מגורים,300,297.57,80.017917,297.566141,Polygon
469,6336,517,1001,מגורים,616,630.12,101.358952,630.115789,Polygon
470,6627,628,1001,מגורים,502,494.78,91.20104,494.782765,Polygon
471,7097,107,1001,מגורים,190,194.67,73.10511,194.666945,Polygon
472,6163,127,0,ללא סיווג,486,476.79,88.223841,476.7926,Polygon
473,7078,190,1008,תחבורה,551,545.87,131.831882,545.872135,Polygon
474,6215,417,1008,תחבורה,38,50.59,39.841147,50.593487,Polygon
475,7023,61,1001,מגורים,1057,1070.37,145.110487,1070.369964,Polygon
476,6975,81,1002,מסחר,268,276.8,80.138833,276.797419,Polygon
477,6984,61,1008,תחבורה,214,215.95,84.870006,215.948257,Polygon
478,6954,2022,1006,שטחים פתוחים,349.09,349.26,109.495652,349.255922,Polygon
479,6108,89,1001,מגורים,1121,1103.85,132.904758,1103.845538,Polygon
480,7045,2507,1001,מגורים,502.35,508.35,93.303593,508.348473,Polygon
481,6035,49,0,ללא סיווג,2423,2454.36,220.318946,2454.363834,Polygon
482,6608,1500,0,ללא סיווג,204517,204528.26,1883.459181,204528.2648,Polygon
483,6636,793,1001,מגורים,414,445.62,86.336969,445.615035,Polygon
484,7068,213,1001,מגורים,271,279.61,79.082083,279.612347,Polygon
485,6629,2231,1006,שטחים פתוחים,2865.94,2856.59,228.144719,2856.591542,Polygon
486,6107,2226,1008,תחבורה,1255.9,1241.66,180.170357,1241.662516,Polygon
487,6212,2255,1008,תחבורה,1166.57,1165.34,228.457727,1165.335193,Polygon
488,6107,2139,1008,תחבורה,36.67,38.22,27.645321,38.215904,Polygon
489,6107,423,1001,מגורים,1136,1124.75,138.623904,1124.751569,Polygon
490,6107,438,1008,תחבורה,269,274.65,118.297721,274.650619,Polygon
491,7085,119,1001,מגורים,318,313.26,71.002422,313.261859,Polygon
492,7085,121,1001,מגורים,280,281.6,69.293976,281.599305,Polygon
493,7422,67,1009,שטח לתכנון בעתיד,567,574.63,99.807529,574.626652,Polygon
494,6107,282,1008,תחבורה,200,168.83,58.441475,168.829348,Polygon
495,6925,76,1009,שטח לתכנון בעתיד,90.97,90.98,49.36962,90.984908,Polygon
496,8983,29,1002,מסחר,192,187.69,54.983607,187.691485,Polygon
497,8983,30,1002,מסחר,190,177.86,53.413828,177.860883,Polygon
498,8982,19,1002,מסחר,172,167.25,51.726208,167.250721,Polygon
499,8982,21,1002,מסחר,175,159.27,50.526309,159.271865,Polygon
500,6332,124,0,ללא סיווג,3971,4024.62,276.034567,4024.617225,Polygon
501,6332,123,0,ללא סיווג,11399,11300.68,430.024368,11300.68068,Polygon
502,7440,4,1001,מגורים,284,281.1,67.29992,281.102271,Polygon
503,6141,70,0,ללא סיווג,14794,13944.34,570.978249,13944.33845,Polygon
504,6981,206,1001,מגורים,1744,1749.85,168.037532,1749.85093,Polygon
505,6629,2027,1008,תחבורה,95.34,95.87,57.782361,95.872115,Polygon
506,6978,2112,1001,מגורים,580.38,576.81,97.045267,576.808754,Polygon
507,6107,393,1001,מגורים,762,805.2,118.964799,805.198871,Polygon
508,6212,2221,1008,תחבורה,2957.21,2982.25,349.479575,2982.251413,Polygon
509,6212,1221,1008,תחבורה,156,178.72,54.960579,178.72189,Polygon
510,6106,304,1001,מגורים,228,224.34,62.603639,224.340209,Polygon
511,7085,122,1001,מגורים,274,268.25,67.9903,268.249351,Polygon
512,6107,429,1001,מגורים,1330,1301.81,144.657331,1301.807207,Polygon
513,6107,431,1001,מגורים,1364,1368.25,151.043265,1368.249474,Polygon
514,6106,307,1001,מגורים,417,411.38,81.66187,411.379684,Polygon
515,6134,2297,1005,מבנים ומוסדות ציבור,850.42,870.53,118.407233,870.528726,Polygon
516,6134,604,1008,תחבורה,271,272.88,69.482542,272.8771,Polygon
517,6962,56,1002,מסחר,415,414.15,87.610346,414.146616,Polygon
518,6630,528,1008,תחבורה,99,121.51,105.904503,121.506982,Polygon
519,6336,482,1001,מגורים,551,545.49,93.52534,545.488837,Polygon
520,7018,32,1001,מגורים,68,69.2,34.028185,69.204654,Polygon
521,6905,60,1002,מסחר,321,326.52,76.500059,326.519849,Polygon
522,6217,513,1001,מגורים,755,767.76,111.84443,767.76365,Polygon
523,6135,202,1001,מגורים,586,565.3,95.151396,565.301751,Polygon
524,6902,125,1001,מגורים,412,411.4,83.303249,411.395688,Polygon
525,6959,123,1001,מגורים,245,236.91,66.784116,236.913299,Polygon
526,6957,65,1001,מגורים,288,296.97,80.684738,296.970224,Polygon
527,6960,2008,1002,מסחר,1071.92,1074.14,133.479638,1074.143501,Polygon
528,6985,170,1001,מגורים,525,571.33,95.552216,571.330203,Polygon
529,7065,143,1006,שטחים פתוחים,1486,1488.62,155.004071,1488.6229,Polygon
530,6972,46,1001,מגורים,255,246.35,75.34643,246.351275,Polygon
531,6959,24,1001,מגורים,333,329.04,77.151513,329.043044,Polygon
532,6212,267,1001,מגורים,328,320.82,82.335892,320.81697,Polygon
533,6037,8,0,ללא סיווג,1818,1880.07,308.421624,1880.06698,Polygon
534,6332,127,0,ללא סיווג,4953,5064.14,298.79651,5064.1442,Polygon
535,6111,848,1006,שטחים פתוחים,186,186.14,82.964854,186.138026,Polygon
536,7113,9,1001,מגורים,516,516.37,90.055719,516.365853,Polygon
537,6972,2041,1003,תעסוקה,269.48,272.15,65.772024,272.145641,Polygon
538,6623,2981,1001,מגורים,850.48,925.49,141.134257,925.490279,Polygon
539,6636,806,1008,תחבורה,77,58.93,45.159119,58.927302,Polygon
540,6637,345,1001,מגורים,16,14.12,18.162565,14.116942,Polygon
541,6972,2165,1008,תחבורה,22.61,23.57,25.320417,23.572205,Polygon
542,6972,2044,1008,תחבורה,158.98,158.85,71.189302,158.849232,Polygon
543,6623,797,1001,מגורים,810,802.47,116.00285,802.471371,Polygon
544,6623,795,1001,מגורים,677,661.4,107.65486,661.400424,Polygon
545,6623,770,1001,מגורים,758,770.78,111.35162,770.779581,Polygon
546,6623,2858,1008,תחבורה,1359.15,1359.52,234.264449,1359.515483,Polygon
547,6623,709,1001,מגורים,1107,1159.29,137.89002,1159.290929,Polygon
548,6623,219,1001,מגורים,700,676.53,107.985033,676.526641,Polygon
549,6623,272,1001,מגורים,700,728.71,109.964898,728.709734,Polygon
550,6623,402,1008,תחבורה,1364,1398.53,383.285098,1398.531397,Polygon
551,6623,201,1001,מגורים,789,763.57,115.923054,763.567943,Polygon
552,6623,786,1008,תחבורה,650,667.98,288.634187,667.98039,Polygon
553,6623,858,1008,תחבורה,84,83.9,61.95843,83.904971,Polygon
554,6623,892,1001,מגורים,632,629.54,111.476751,629.542539,Polygon
555,7499,94,1001,מגורים,82,81.1,36.868806,81.10493,Polygon
556,7499,23,1001,מגורים,198,197.96,56.603157,197.956857,Polygon
557,7499,131,1008,תחבורה,144,144.59,63.740552,144.59498,Polygon
558,6628,152,1001,מגורים,519,513.12,95.041307,513.117581,Polygon
559,6630,504,1001,מגורים,2335,2154.02,184.967945,2154.02141,Polygon
560,6335,116,1001,מגורים,1141,1096.31,132.966667,1096.310829,Polygon
561,6134,188,1001,מגורים,265,257.17,76.421238,257.1674,Polygon
562,6134,84,1001,מגורים,329,311.42,84.484068,311.4221,Polygon
563,6134,102,1001,מגורים,344,339.7,87.91488,339.704879,Polygon
564,6951,126,1008,תחבורה,1466,1500.31,409.661919,1500.307248,Polygon
565,6916,51,1001,מגורים,149,146.04,61.4895,146.041091,Polygon
566,6916,52,1001,מגורים,148,162.53,62.651825,162.527163,Polygon
567,6955,136,1008,תחבורה,17,14.89,35.775772,14.891789,Polygon
568,6213,1061,1001,מגורים,308,309.31,71.179242,309.313279,Polygon
569,7063,37,1006,שטחים פתוחים,777,769.63,118.755786,769.628712,Polygon
570,6630,647,1001,מגורים,1427,1429.97,156.680559,1429.969608,Polygon
571,6628,622,1001,מגורים,877,871.44,118.185247,871.436943,Polygon
572,6213,229,1001,מגורים,784,836.51,120.221946,836.513584,Polygon
573,6954,181,1001,מגורים,260,252.45,65.614246,252.446736,Polygon
574,6623,890,1001,מגורים,636,633.42,111.905624,633.42124,Polygon
575,6336,111,1001,מגורים,795,792.61,115.223705,792.611265,Polygon
576,6624,541,1001,מגורים,868,831.24,116.174222,831.238958,Polygon
577,6624,331,1001,מגורים,869,849.66,114.828788,849.664397,Polygon
578,6623,880,1001,מגורים,633,630.49,111.522611,630.486473,Polygon
579,6623,261,1001,מגורים,766,758.62,109.807204,758.615619,Polygon
580,6997,267,0,ללא סיווג,1950,1928.16,173.990215,1928.156315,Polygon
581,6624,362,1001,מגורים,829,865.99,116.779309,865.990428,Polygon
582,7438,21,1001,מגורים,338,330.12,74.317778,330.117224,Polygon
583,7438,20,1001,מגורים,760,750.36,110.695428,750.35988,Polygon
584,8984,38,1002,מסחר,202,199.97,56.432231,199.972953,Polygon
585,8984,39,1002,מסחר,202,203.31,56.197313,203.308505,Polygon
586,8983,27,1002,מסחר,189,184.03,54.393928,184.02736,Polygon
587,8984,32,1002,מסחר,204,203.72,57.833937,203.720614,Polygon
588,8983,21,1002,מסחר,239,226.57,66.659664,226.570914,Polygon
589,8983,22,1002,מסחר,188,197.84,56.460472,197.843089,Polygon
590,6925,163,1009,שטח לתכנון בעתיד,2.25,2.25,8.151901,2.249684,Polygon
591,7499,72,1001,מגורים,117,120.22,48.561971,120.215485,Polygon
592,6164,228,0,ללא סיווג,2026,2081.97,374.908919,2081.969236,Polygon
593,6135,214,1001,מגורים,540,547.49,94.067917,547.494283,Polygon
594,7098,120,1001,מגורים,190,192.5,73.368724,192.502285,Polygon
595,7424,28,1002,מסחר,120,118.7,43.557889,118.696627,Polygon
596,6884,2390,1006,שטחים פתוחים,5358.58,5353.11,292.597841,5353.111343,Polygon
597,6907,69,1001,מגורים,390,392.04,80.191642,392.03731,Polygon
598,7092,86,1001,מגורים,266,267.57,69.199333,267.572568,Polygon
599,6971,2166,1008,תחבורה,93.49,92.73,45.913967,92.7348,Polygon
600,6625,797,1001,מגורים,543,545.39,94.058824,545.389782,Polygon
601,6953,57,1001,מגורים,510,512.05,94.497573,512.051781,Polygon
602,6968,84,1001,מגורים,339,341.01,82.579446,341.005612,Polygon
603,7424,26,1002,מסחר,204,194.85,57.464983,194.848654,Polygon
604,6336,423,1001,מגורים,595,575.08,97.098665,575.081571,Polygon
605,6625,518,1001,מגורים,840,883.66,119.711957,883.662674,Polygon
606,6150,496,1001,מגורים,224,223.63,66.415281,223.630937,Polygon
607,7097,46,1001,מגורים,192,186.64,72.272174,186.643184,Polygon
608,6630,656,1005,מבנים ומוסדות ציבור,1995,2081.05,198.374744,2081.049002,Polygon
609,6108,271,1008,תחבורה,407,391.17,84.922792,391.174397,Polygon
610,6623,854,1008,תחבורה,277,276.25,92.861214,276.254592,Polygon
611,6623,884,1001,מגורים,636,633.48,111.66915,633.477689,Polygon
612,6623,851,1006,שטחים פתוחים,1453,1447.4,179.829342,1447.403727,Polygon
613,6623,876,1001,מגורים,634,631.79,111.627716,631.792922,Polygon
614,6624,451,1001,מגורים,661,637.03,101.587149,637.027935,Polygon
